"","IP0981_1701","IP0982_1701","IP0993_1701","IP0995_1701","IP0999_1701","IP7100_1701","IP7103_1701","IP7105_1701"
"TMEM158",69.1242233319968,51.6764123219315,14.4504299376212,30.9555876921897,51.256292758019,215.112559890588,22.9623826744896,74.6877640335201
"TMEM160",152.600805936906,96.7134509773365,407.39407866901,326.511282904332,410.632442380925,383.677702176695,46.2038661328681,412.012739045624
"TMEM161A",19.7651746456328,123.683676691732,67.7444581905052,59.1999045777028,107.953166228371,60.9006174576742,1.08081314232438,189.519264176094
"TMEM161B",2.60085970167752,6.818122204473,19.4229357598495,18.0951871859775,23.3617553362068,13.818926976226,2.2694057297997,13.302012604512
"TMEM161B-DT",0.379065476738702,1.58480199562453,3.02545837265492,0.937650264932311,3.0808973129133,1.65955235344857,0.0817617234601093,2.38897170762177
"TMEM161BP1",0,0,0,15.9105802689327,0,0,0,0
"TMEM163",0.455161032921578,0.303663722360337,0.616435521003635,0.00880022673959075,5.15816850317384,0.80190221215527,0.105896621600854,0.307674663831444
"TMEM164",6.89563122298199,8.10708518032461,39.4390354699023,26.321026691494,34.2001411744731,24.0576677227745,0.657814769376575,52.0677952839894
"TMEM165",13.7754820806491,43.60816893515,84.8127028886558,99.3069873411436,199.921680409052,109.505695908238,7.64366709483947,67.7882448595588
"TMEM167A",49.1185132313561,62.7329804318465,270.431677771458,211.313773501674,394.476188190367,236.206112312809,1.39286947709709,489.382015847573
"TMEM167AP2",209.765927523117,0,24.47835620131,10.7747929635191,17.2273364917594,26.9919015718009,0,49.7541117394973
"TMEM167B",75.4952337910676,38.703139111943,328.110478503892,467.070684930765,477.121833773879,449.117681542141,77.9362620385453,543.153853082062
"TMEM167B-DT",9.90924919604861,5.43255668157472,35.547457005193,38.7835319983499,47.2125688683064,28.6444192728109,205.186029457966,38.3760807926871
"TMEM168",13.8605244348512,55.8134329848095,160.847773763446,41.712655851604,116.454362242858,57.1614581038348,0.496975193732269,155.589624216893
"TMEM169",0.0321809757095887,0,0.838687285187751,1.2551789862046,0.602054930223079,0.90168720291131,0,0.292233494942375
"TMEM17",6.77395620056546,6.36960651995495,20.9594352622985,19.906666856062,55.5771934713595,2.98214739873443,1.7906174567594,7.9837172155766
"TMEM170A",21.0849715567874,43.7556341328782,98.7628905520114,112.269633138648,73.7705820763953,72.5956832308901,0.310523688531284,63.6308600544901
"TMEM170B",1.54404356605863,0.431047976215037,12.3594977106014,17.5947092525348,9.79069707991527,36.3218712631132,0,13.3870663762839
"TMEM171",6.04858330610891,27.7720673091457,50.9584640996875,0.549603911543679,70.7163770812534,8.26086667322021,11.7804786203242,2.65117073548351
"TMEM174",0.172597299722427,0,0,0,0,0,0,0.78367282227047
"TMEM175",6.7264260379472,18.1617422777774,33.8248099081574,50.9426064212875,50.8156913243926,104.963011739119,3.97945285795478,139.325745106729
"TMEM176A",193.872708120874,257.632008527586,654.274706023386,5.73208321318355,183.504930638839,1075.41832654244,147.806641393587,159.460382966339
"TMEM176B",94.3383434353809,137.241018761921,474.657395732864,5.97827222492028,103.74532873097,956.241695119651,120.359351529243,104.354884204274
"TMEM177",11.1424019718627,38.4616131491433,91.0601520540559,97.8392303839984,123.529860249902,40.618858691965,0.949466368080055,91.0859504767703
"TMEM178A",0.254102213592596,0.687545907850622,0.298003807965968,4.12470053959797,2.53072535277484,0.123226556551959,0,0.663402466522538
"TMEM178B",0.0057983272655055,0.00124516077742972,0.189971393090101,0.0152038018826503,4.8349967615705,0.217810022934224,0,0.150440741041693
"TMEM179",0,0,0,0,0,0,0,0.0058340599814743
